imdbid,title,id,year,rating
46969,"Fast and the Furious, The",3158,1955,3
48254,Killer&#39;s Kiss,5403,1955,1
48281,"Ladykillers, The",1827,1955,3
48473,Pather Panchali,5471,1955,3
48728,To Catch a Thief,782,1955,3
47898,Bride of the Monster,4073,1955,3
49314,High Society,6641,1956,3
49470,"Man Who Knew Too Much, The",7442,1956,2
49287,Gunslinger,2647,1956,3
49406,"Killing, The",5414,1956,1
48956,Aparajito,5470,1956,3
49363,Indestructible Man,4402,1956,1
51207,"Wrong Man, The",2219,1956,1
49782,Rodan,6064,1956,1
49038,Bus Stop,4670,1956,3
49730,"Searchers, The",357,1956,3
49408,"King and I, The",1092,1956,2
48960,Around the World in Eighty Days,3981,1956,0
49934,War and Peace,2861,1956,3
49369,"Iron Petticoat, The",1545,1956,1
48977,"Bad Seed, The",1216,1956,3
49471,"Man Who Never Was, The",6308,1956,3
49366,Invasion of the Body Snatchers,2698,1956,3
49833,"Ten Commandments, The",3076,1956,2
49096,"Court Jester, The",2730,1956,2
49640,"Proud and Profane, The",4245,1956,3
49010,Bigger Than Life,2904,1956,0
49902,Un condamne a mort s&#39;est echappe ou Le vent souffle ou il veut,5555,1956,0
35279,Saboteur,5938,1956,1
49043,Calle mayor [Main Street],7394,1956,3
49223,Forbidden Planet,2306,1956,0
49189,...And God Created Woman,3409,1956,3
49787,"Spanish Gardener, The",1559,1956,2
50116,Amanecer en Puerta Oscura,7420,1957,3
50407,Forty Guns,7136,1957,2
50613,Throne of Blood,7165,1957,0
51036,Sweet Smell of Success,2301,1957,1
51114,"True Story of Jesse James, The",965,1957,2
50307,Desk Set,993,1957,3
50783,Nights of Cabiria,1765,1957,3
50212,"Bridge on the River Kwai, The",2981,1957,1
50251,"Mysterians, The",6624,1957,3
50599,Kiss Them for Me,7017,1957,2
50976,"Seventh Seal, The",2043,1957,1
50634,"Cranes Are Flying, The",1015,1957,3
50490,"Heaven Knows, Mr. Allison",2429,1957,0
50419,Funny Face,1747,1957,3
50792,Oedipus Rex,3994,1957,1
50986,Smultronst&auml;llet (Wild Strawberries),2520,1957,2
50356,"Enemy Below, The",1989,1957,0
50371,A Face in the Crowd,4552,1957,1
50539,"Incredible Shrinking Man, The",1291,1957,0
51077,Three Faces of Eve,1660,1957,0
50397,Fire Down Below,2420,1957,0
50585,Kanal,1800,1957,1
50766,Night of the Demon,2160,1957,3
50798,Old Yeller,1121,1957,1
50861,"Prince and the Showgirl, The",3007,1957,3
50105,An Affair to Remember,3429,1957,2
50825,Paths of Glory,1274,1957,0
50998,Sorority Girl,4559,1957,3
51201,Witness for the Prosecution,4933,1957,1
50083,12 Angry Men,302,1957,0
51051,Tammy and the Bachelor,2895,1957,3
50933,Sayonara,2578,1957,2
51786,It! The Terror from Beyond Space,7606,1958,1
51579,Love Is My Profession,6938,1958,3
51622,"Fly, The",2281,1958,2
51658,Gigi,3056,1958,2
51951,"Day the Sky Exploded, The",2373,1958,1
52182,Separate Tables,3926,1958,3
50706,Mon Oncle,2823,1958,3
51554,Dracula (Horror of Dracula),2476,1958,3
51755,I Bury the Living,4410,1958,1
51383,Auntie Mame,3321,1958,3
52394,"Wild Women of Wongo, The",2585,1958,3
51808,"Hidden Fortress, The",7135,1958,0
51776,"Inn of the Sixth Happiness, The",4849,1958,3
52357,Vertigo,609,1958,1
52225,South Pacific,3977,1958,3
51422,Blood of the Vampire,7054,1958,0
52374,"Fabulous World of Jules Verne, The",1247,1958,0
52365,"Vikings, The",1255,1958,2
51773,Indiscreet,4211,1958,3
52278,Teacher&#39;s Pet,1364,1958,1
51525,"Defiant Ones, The",3238,1958,0
51459,Cat on a Hot Tin Roof,6012,1958,3
52169,"Screaming Skull, The",2763,1958,2
52311,Touch of Evil,3146,1958,1
52151,Run Silent Run Deep,1363,1958,0
51964,M&auml;dchen in Uniform,1572,1958,3
53388,Battle in Outer Space,6645,1959,1
53291,Some Like It Hot,2023,1959,3
53363,"Tingler, The",3166,1959,1
52618,Ben-Hur,1419,1959,3
53125,North By Northwest,2228,1959,1
53221,Rio Bravo,6901,1959,1
52722,Darby O&#39;Gill and the Little People,1591,1959,3
52948,Journey to the Center of the Earth,1256,1959,1
54462,"Wasp Woman, The",4392,1959,3
52844,Ghost of Dragstrip Hollow,4050,1959,3
53285,Sleeping Beauty,474,1959,3
52847,Gidget,6405,1959,3
52572,Apur Sansar,6833,1959,0
53318,"Suddenly, Last Summer",2645,1959,3
52602,"Bat, The",4523,1959,3
53428,Come Dance with Me!,3442,1959,3
52561,Anatomy of a Murder,4199,1959,1
53198,"400 Blows, The",236,1959,0
51372,Araya,3119,1959,3
52918,Imitation of Life,2095,1959,3
53134,Good Morning (Ohay&ocirc;),3525,1959,3
52846,"Giant Gila Monster, The",2796,1959,3
52861,"Great War, The",3608,1959,1
51744,House on Haunted Hill,4373,1959,3
52655,A Bucket of Blood,4065,1959,2
53131,"Nun&#39;s Story, The",1555,1959,3
54476,Wild River,6146,1960,3
54331,Spartacus,1273,1960,2
53604,"Apartment, The",1995,1960,3
54469,Where the Boys Are,590,1960,2
54452,"Truth, The",5122,1960,3
54067,Black Sunday,3286,1960,3
54377,Testament of Orpheus,3294,1960,1
54749,La ciociara,6756,1960,3
54167,Peeping Tom,6796,1960,2
53779,La Dolce Vita,6080,1960,2
54248,Rocco and His Brothers,2988,1960,2
54215,Psycho,2039,1960,1
53804,Exodus,2144,1960,3
154683,Jigoku (Hell or The Sinners of Hell),3328,1960,3
54407,Le Trou,6854,1960,0
54047,"Magnificent Seven, The",1295,1960,0
53946,Inherit the Wind,1712,1960,3
53976,"Virgin Spring, The",5380,1960,3
53719,"City of the Dead, The",3634,1960,3
53472,A bout de souffle,799,1960,0
54049,Make Mine Mink,4117,1960,3
54494,Zazie dans le metro,3827,1960,3
53459,Les yeux sans visage,656,1960,3
53579,Late Autumn,2808,1960,3
54343,"Story of Ruth, The",5123,1960,3
54022,Let&#39;s Make Love,2546,1960,2
54333,Body in the Web,2950,1960,3
54953,"Guns of Navarone, The",6653,1961,1
55572,A Woman Is a Woman,6539,1961,0
55207,Mysterious Island,1257,1961,0
54847,El Cid,1546,1961,1
54692,Blue Hawaii,3724,1961,3
54130,La Notte,6102,1961,3
54997,"Hustler, The",1958,1961,0
55294,"Phantom Planet, The",1292,1961,0
55256,"One, Two, Three",2392,1961,3
55184,"Misfits, The",1365,1961,2
55278,Paris Blues,3909,1961,3
55614,West Side Story,2560,1961,3
55254,One Hundred and One Dalmatians,1171,1961,3
54698,Breakfast at Tiffany&#39;s,1191,1961,2
55198,Mothra,6448,1961,0
55506,A Taste of Honey,4539,1961,3
55277,"Parent Trap, The",4580,1961,3
54673,"Beast of Yucca Flats, The",2797,1961,0
55353,A Raisin in the Sun,5485,1961,3
54777,"Curse of the Werewolf, The",7344,1961,3
55458,Snow White and the Three Stooges,5797,1961,3
55471,Splendor in the Grass,4198,1961,3
55630,Yojimbo,660,1961,1
55571,Underworld U.S.A.,1165,1961,3
54743,"Children&#39;s Hour, The",833,1961,3
56059,Hatari!,6332,1962,3
55805,Boccaccio &acute;70,7120,1962,2
56142,King Kong vs. Godzilla,6119,1962,3
56575,That Touch of Mink,4513,1962,2
56241,"Miracle Worker, The",5686,1962,3
52646,"Brain That Wouldn&#39;t Die, The",2762,1962,2
56262,"Music Man, The",2430,1962,3
56111,Ivanovo detstvo,691,1962,1
57427,"Trial, The",2183,1962,1
55852,Cleo from 5 to 7,2609,1962,3
54949,War of the Buttons,7312,1962,0
55910,Les dimanches de Ville d&#39;Avray,4481,1962,3
56218,"Manchurian Candidate, The",1954,1962,1
55894,"Day of the Triffids, The",1613,1962,3
57239,"L-Shaped Room, The",3829,1962,3
55032,Jules and Jim,237,1962,1
55928,Dr. No,4637,1962,1
56592,To Kill a Mockingbird,1108,1962,3
55832,Cartouche,7440,1962,1
55728,Advise &amp; Consent,7159,1962,3
55763,Atraco a las tres,7588,1962,1
56194,"Loneliness of the Long Distance Runner, The",6516,1962,3
56193,Lolita,1279,1962,3
56119,La Jetee,3845,1962,0
59616,"Trial of Joan of Arc, The",3160,1962,0
56172,Lawrence of Arabia,1042,1962,0
55830,Carnival of Souls,2591,1962,3
56687,What Ever Happened to Baby Jane?,1298,1962,3
56048,Gypsy,3079,1962,3
55902,"Devil&#39;s Hand, The",4407,1962,2
56443,Sanjuro,6044,1963,3
57541,Summer Holiday,6514,1963,3
56801,8&frac12;,5846,1963,3
57590,Tom Jones,4494,1963,3
56869,"Birds, The",2345,1963,3
336693,Khaneh siah ast (The House is Black),3939,1963,0
56860,Beach Party,2549,1963,2
57643,El verdugo,6327,1963,1
57329,"Move Over, Darling",5230,1963,3
57115,"Great Escape, The",202,1963,0
57261,Lord of the Flies,1990,1963,0
57413,"Pink Panther, The",629,1963,1
57490,"Servant, The",6988,1963,3
57215,Atragon,6460,1963,0
56800,55 Days at Peking,1251,1963,1
56884,"Bakery Girl of Monceau, The",1635,1963,1
57546,"Sword in the Stone, The",3810,1963,0
57693,X: The Man with the X-Ray Eyes,4951,1963,1
57449,"Raven, The",5712,1963,1
56912,Carry on Cabby,2772,1963,3
57345,Contempt,3382,1963,1
58164,"Guest, The",5772,1963,0
56923,Charade,1984,1963,2
57129,"Haunting, The",4206,1963,3
57187,Irma la Douce,607,1963,2
57611,"Silence, The",5379,1963,3
57076,From Russia with Love,4659,1963,3
57495,Shock Corridor,2102,1963,0
57226,"Kiss of the Vampire, The",4331,1963,2
57542,Summer Magic,4347,1963,3
56983,Dementia 13,4394,1963,3
56891,Bye Bye Birdie,3725,1963,3
58536,"Rudolph, the Red-Nosed Reindeer",1600,1964,1
58100,First Men in the Moon,1253,1964,1
58324,Man&#39;s Favorite Sport?,2720,1964,2
57840,"Americanization of Emily, The",2385,1964,2
58335,Marriage Italian Style,2766,1964,3
58715,"Gospel According to St. Matthew, The",3189,1964,1
58083,Fail-Safe,3569,1964,1
58700,"Last Man on Earth, The",4376,1964,1
57869,Band of Outsiders,2204,1964,3
57887,Bikini Beach,2557,1964,2
58329,Marnie,6402,1964,3
57933,"Chalk Garden, The",7202,1964,3
58409,Nikutai no mon [Gate of Flesh],7236,1964,3
58586,A shot in the dark,6555,1964,1
59825,"Train, The",4497,1964,1
58150,Goldfinger,3807,1964,1
57012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,341,1964,0
58777,Zulu,2483,1964,0
58213,"Hush...Hush, Sweet Charlotte",2922,1964,3
58625,Woman in the Dunes,1212,1964,0
58695,La tia Tula,7399,1964,3
58379,Godzilla vs. The Thing (Mothra vs. Godzilla),6326,1964,1
58658,Code Name: Tiger,4484,1964,3
58544,"Ghidorah, the Three-Headed Monster",4501,1964,3
58182,A Hard Day&#39;s Night,1957,1964,1
58385,My Fair Lady,1688,1964,3
58461,Per un pugno di dollari (A Fisful of Dollars),661,1964,1
58331,Mary Poppins,701,1964,3
58450,"Umbrellas of Cherbourg, The",4356,1964,3
58708,"Unsinkable Molly Brown, The",5513,1964,3
58430,Onibaba,3327,1964,0
58003,Red Desert,6112,1964,3
57878,Bedtime Story,1250,1964,1
57259,"Long Ships, The",1254,1964,1
57997,Dead Ringer,4263,1964,3
57918,Carry On Cleo,4673,1964,1
58263,King &amp; Country,3250,1964,0
58725,Viva Las Vegas,3680,1964,0
58139,Der Geteilte Himmel (Divided Heaven),1198,1964,2
59080,Daikaiju Gamera,6428,1965,2
59183,"Flight of the Phoenix, The",3432,1965,0
59764,A Study in Terror,2389,1965,3
58898,Alphaville,3116,1965,1
59084,Darling,3623,1965,3
59319,"Ipcress File, The",2569,1965,1
59205,Frankenstein Conquers the World,6652,1965,1
58997,Bunny Lake Is Missing,5960,1965,3
59742,"Sound of Music, The",601,1965,3
59956,Viva Maria!,3475,1965,3
59212,Gulliver&#39;s Travels Beyond the Moon,2075,1965,0
59793,That Darn Cat!,2487,1965,3
59170,"Faster, Pussycat! Kill! Kill!",3649,1965,3
59607,"Pleasure Girls, The",3828,1965,3
59314,Inside Daisy Clover,3543,1965,3
59229,Juliet of the Spirits,2186,1965,3
59346,Invasion of Astro-Monster,6346,1965,2
59100,Devils of Darkness,7109,1965,3
59348,Kapurush,6899,1965,0
59113,Doctor Zhivago,5884,1965,1
59578,For a Few Dollars More,3413,1965,0
59646,Repulsion,2338,1965,3
59800,Thunderball,2390,1965,2
64208,Death Rides a Horse,6910,1966,0
60165,A Big Hand for the Little Lady,2696,1966,1
60390,Fahrenheit 451,3087,1966,3
60315,Django,3671,1966,0
60397,Fantastic Voyage,2625,1966,0
60782,One Million Years B.C.,7021,1966,1
60841,"Plague of the Zombies, The",7030,1966,3
60223,La caza,7415,1966,0
62851,Daimajin,6433,1966,1
60758,Black Girl,6897,1966,3
60522,How to Steal a Million,4862,1966,0
61879,End of August at the Hotel Ozone,2308,1966,3
60827,Persona,589,1966,3
58946,La battaglia di Algeri,658,1966,1
61184,Who&#39;s Afraid of Virginia Woolf?,2798,1966,1
60665,A Man for All Seasons,3576,1966,1
59557,Our Man Flint,2845,1966,2
60086,Alfie,2140,1966,1
60446,Daikaiju ketto: Gamera tai Barugon,6659,1966,0
59127,Dracula: Prince of Darkness,7033,1966,1
62852,Return of Daimajin,6471,1966,0
61101,Tokyo Drifter,7239,1966,1
62853,Wrath of Daimajin,6541,1966,0
60453,Georgy Girl,3143,1966,3
60196,"Good, the Bad and the Ugly, The",1725,1966,0
60174,Blood Bath,4057,1966,2
60107,Andrei Rublev,3706,1966,1
60464,"Godzilla vs. the Sea Monster (Ebirah, Horror of the Deep)",6362,1966,1
60479,"Group, The",2701,1966,3
60125,L&#39;armata Brancaleone,4575,1966,1
60934,"Sand Pebbles, The",3092,1966,1
60959,Daisies,2069,1966,3
61107,Torn Curtain,5391,1966,3
60558,Jesse James Meets Frankenstein&#39;s Daughter,2804,1966,1
60424,"Fortune Cookie, The",2838,1966,1
59020,Cathy Come Home,2855,1966,3
61122,"Trouble with Angels, The",2582,1966,3
60176,Blow-Up,2626,1966,0
62113,Peppermint Frappe,7513,1967,1
62873,"Young Girls of Rochefort, The",7586,1967,3
61452,Casino Royale,2664,1967,2
61391,Bedazzled,3500,1967,3
61512,Cool Hand Luke,301,1967,1
61811,In the Heat of the Night,3241,1967,1
62990,"Fox, The",4722,1967,3
61398,Berserk,3712,1967,3
61695,Daikaiju kuchusen: Gamera tai Gyaosu,6744,1967,0
61735,Guess Who&#39;s Coming to Dinner,5222,1967,3
62512,You Only Live Twice,2400,1967,1
61418,Bonnie and Clyde,2083,1967,3
61655,"Fearless Vampire Killers, The",4316,1967,1
61852,"Jungle Book, The",493,1967,1
61578,"Dirty Dozen, The",2966,1967,0
62229,Le Samourai,4146,1967,1
62136,Playtime,4519,1967,3
62430,Valley of the Dolls,3070,1967,3
61395,Belle de Jour,3085,1967,3
61722,"Graduate, The",616,1967,2
63278,Marketa Lazarova,2054,1967,1
62281,Smashing Time,5384,1967,3
62467,Wait Until Dark,3597,1967,3
62502,Woman Times Seven,5171,1967,3
62411,Uchu daikaiju Girara,6714,1967,3
61856,Son of Godzilla,6374,1967,0
61882,Koroshi no rakuin [Branded to Kill],7242,1967,1
61495,La collectionneuse,4479,1967,1
61369,Asterix the Gaul (Asterix le Gaulois),4937,1967,0
62362,Thoroughly Modern Millie,2431,1967,3
61834,I Am Curious (Yellow),2829,1967,3
62407,Two for the Road,3596,1967,3
61620,Elvira Madigan,2928,1967,0
63518,Romeo and Juliet,1249,1968,3
62426,Up the Junction,3826,1968,3
63227,"Lion in Winter, The",2749,1968,3
63522,Rosemary&#39;s Baby,857,1968,3
63172,Destroy All Monsters,6394,1968,0
62765,Bullitt,7123,1968,1
63493,Reconstruction,7673,1968,0
63759,Hour of the Wolf,5878,1968,1
63350,Night of the Living Dead,3499,1968,3
63850,If....,2757,1968,1
63642,Star!,2092,1968,3
63185,"Killing of Sister George, The",5385,1968,3
63060,Hellfighters,2104,1968,2
62687,Asterix et Cleopatre,3947,1968,0
62711,Barbarella,2157,1968,3
62794,Charly,764,1968,2
63462,"Producers, The",844,1968,0
63000,Gamera vs. Viras,6807,1968,2
63010,Il giorno della civetta,6452,1968,0
61955,"Bride Wore Black, The",3878,1968,3
63668,Taiyo no oji: Horusu no daiboken,323,1968,0
62782,Carry On... Up the Khyber,3626,1968,3
62994,Funny Girl,4045,1968,3
63049,Head,2925,1968,0
64116,Once Upon a Time in the West,2226,1968,1
61747,Hang &#39;Em High,2969,1968,2
63415,"Party, The",2652,1968,3
62622,2001: A Space Odyssey,919,1968,0
63442,Planet of the Apes,599,1968,1
63823,Yellow Submarine,1815,1968,0
65207,Where Eagles Dare,1185,1968,3
65234,Z,7521,1969,1
65063,Take the Money and Run,7288,1969,1
64990,Mississippi Mermaid,3880,1969,3
64040,Army of Shadows,4350,1969,0
65126,True Grit,2902,1969,3
63991,Age of Consent,6816,1969,3
64276,Easy Rider,2079,1969,1
66579,Women in Love,1426,1969,3
65051,Support Your Local Sheriff!,1100,1969,1
64782,Paint Your Wagon,1817,1969,2
64418,"Hello, Dolly!",4755,1969,3
64253,Downhill Racer,2283,1969,0
64665,Midnight Cowboy,3406,1969,1
64541,Kes,2722,1969,1
65566,"Computer Wore Tennis Shoes, The",2091,1969,1
64757,On Her Majesty&#39;s Secret Service,4669,1969,2
64505,"Italian Job, The",2583,1969,1
64437,"Honeymoon Killers, The",1182,1969,3
64373,"Godzilla&#39;s Revenge (Godzilla, Minira, Gabara: All Monsters Attack)",6396,1969,0
65088,"They Shoot Horses, Don&#39;t They?",6794,1969,1
64115,Butch Cassidy and the Sundance Kid,2077,1969,1
64840,"Prime of Miss Jean Brodie, The",2456,1969,3
64708,My Side of the Mountain,1783,1969,1
64002,Alice&#39;s Restaurant,2899,1969,1
64156,Chastity,2586,1969,0
65649,Dodes&#39;ka-den,7169,1970,3
66491,Tristana,7559,1970,2
64177,Colossus: The Forbin Project,6605,1970,0
65449,Bambule,2634,1970,3
67713,Scars of Dracula,4201,1970,1
66164,Les novices,3537,1970,3
188484,Carry It On,3514,1970,3
66327,Santa Clause is Comin&#39; to Town,1726,1970,1
65421,"AristoCats, The",1122,1970,3
66011,Love Story,3302,1970,1
65724,Five Easy Pieces,2984,1970,3
64806,"Phantom Tollbooth, The",1932,1970,1
65134,Two Mules for Sister Sara,2428,1970,3
65856,House of Dark Shadows,4340,1970,2
65488,"Boys in the Band, The",3681,1970,0
66122,Deep End,2571,1970,1
65611,Darling Lili,6274,1970,3
65569,"Nachts, wenn Dracula erwacht",7057,1970,1
66207,Donkey Skin,7599,1970,3
65466,Beyond the Valley of the Dolls,583,1970,3
65531,Le Cercle Rouge,255,1970,0
65073,Taste the Blood of Dracula,4237,1970,3
66109,"Music Lovers, The",5484,1970,1
65571,"Conformist, The",5512,1970,3
65377,Airport,4801,1970,3
66518,"Vampire Lovers, The",2602,1970,3
66730,10 Rillington Place,7698,1971,1
67483,Nicholas and Alexandra,7189,1971,3
66824,Bello onesto emigrato Australia sposerebbe compaesana illibata,7574,1971,2
66919,Lulu the Tool,6243,1971,1
67637,Frenchie King,3476,1971,3
66808,Bananas,5312,1971,1
66434,THX 1138,626,1971,0
67116,"French Connection, The",4232,1971,1
67322,"Lady Hermit, The",5344,1971,3
249577,Here Comes Peter Cotton Tail,1727,1971,1
66995,Diamonds Are Forever,5390,1971,1
67881,"Trojan Women, The",3194,1971,3
67439,Mon oncle Antoine,3218,1971,3
67820,Taking Off,1457,1971,3
66728,"Million Dollar Duck, The",1123,1971,1
65854,"House That Dripped Blood, The",7067,1971,3
67309,Klute,6804,1971,3
67810,Sweet Sweetback&#39;s Baadasssss Song,3039,1971,1
67992,Willy Wonka &amp; the Chocolate Factory,304,1971,2
66921,A Clockwork Orange,1039,1971,1
67588,Play Misty for Me,3252,1971,3
66765,And Now for Something Completely Different,1837,1971,1
67065,Escape from the Planet of the Apes,2893,1971,1
67800,Straw Dogs,2620,1971,1
66380,Vampyros Lesbos,7387,1971,3
67023,Duel,6351,1971,0
67541,Wake in Fright,6763,1971,1
67402,"Mary, Queen of Scots",3502,1971,3
67451,Mrs. Pollifax - Spy,3139,1971,3
67341,Let&#39;s Scare Jessica to Death,4066,1971,3
67148,Godzilla vs. the Smog Monster (Godzilla vs. Hedorah),6408,1971,3
67128,Get Carter,7518,1971,1
66993,"Devils, The",7158,1971,3
67328,"Last Picture Show, The",2286,1971,2
67959,Walkabout,239,1971,1
67411,McCabe &amp; Mrs. Miller,5313,1971,3
67741,Shaft,2751,1971,1
67445,Death in Venice,5375,1971,0
66817,Bedknobs and Broomsticks,1770,1971,3
67367,Lust for a Vampire,4327,1971,3
67185,Harold and Maude,2159,1971,3
68611,Frenzy,7434,1972,3
68346,"Mattei Affair (Il caso Mattei), The",6085,1972,0
68161,"Dawns Here are Quiet, The",3408,1972,3
69467,Cries and Whispers (Viskningar och rop),2031,1972,3
69404,Travels With My Aunt,3132,1972,3
69019,Don&#39;t Torture a Duckling,2803,1972,2
69442,Une belle fille comme moi,1176,1972,3
244730,Prison Girls,6022,1972,3
70959,State of Siege,7544,1972,0
66798,"L&#39;aventure, c&#39;est l&#39;aventure",6140,1972,0
68473,Deliverance,3395,1972,1
70849,Last Tango in Paris,4516,1972,3
68205,Chloe in the Afternoon,1636,1972,2
68468,Deep Throat,6811,1972,3
69489,Wedding in White,6500,1972,3
68182,Aguirre: The Wrath of God,2674,1972,2
69113,"Poseidon Adventure, The",4916,1972,1
69281,Sleuth,5314,1972,0
68240,Avanti!,2391,1972,3
70694,"Silent Night, Bloody Night",4981,1972,3
67977,When Michael Calls,2087,1972,2
